,year,province,immigrant_status,labour_force_character,gender,age_group,metrics,total
148603,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,55 years and over,Persons,13.0
148605,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,15 to 24 years,Persons,31.0
148606,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,25 to 54 years,Persons,279.0
148607,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,55 years and over,Persons,7.0
148613,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,15 to 24 years,Persons,21.0
148614,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,25 to 54 years,Persons,25.0
148615,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,55 years and over,Persons,2.0
148617,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,15 to 24 years,Persons,26.0
148618,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,25 to 54 years,Persons,50.0
148619,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,55 years and over,Persons,3.0
148625,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,15 to 24 years,Persons,9.0
148626,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,25 to 54 years,Persons,23.0
148627,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,55 years and over,Persons,3.0
148629,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,15 to 24 years,Persons,8.0
148630,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,25 to 54 years,Persons,34.0
148631,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,55 years and over,Persons,
148637,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,15 to 24 years,Persons,40.0
148638,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,25 to 54 years,Persons,38.0
148639,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,55 years and over,Persons,24.0
148641,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,15 to 24 years,Persons,44.0
148642,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,25 to 54 years,Persons,112.0
148643,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,55 years and over,Persons,35.0
149285,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,15 to 24 years,Persons,103.0
149286,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,25 to 54 years,Persons,442.0
149287,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,55 years and over,Persons,40.0
149289,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,15 to 24 years,Persons,116.0
149290,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,25 to 54 years,Persons,485.0
149291,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,55 years and over,Persons,45.0
149297,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,15 to 24 years,Persons,65.0
149298,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,25 to 54 years,Persons,407.0
149299,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,55 years and over,Persons,17.0
149301,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,15 to 24 years,Persons,74.0
149302,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,25 to 54 years,Persons,374.0
149303,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,55 years and over,Persons,11.0
149309,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,15 to 24 years,Persons,57.0
149310,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,25 to 54 years,Persons,384.0
149311,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,55 years and over,Persons,15.0
149313,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,15 to 24 years,Persons,64.0
149314,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,25 to 54 years,Persons,337.0
149315,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,55 years and over,Persons,10.0
149321,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,15 to 24 years,Persons,38.0
149322,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,25 to 54 years,Persons,360.0
149323,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,55 years and over,Persons,13.0
149325,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,15 to 24 years,Persons,37.0
149326,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,25 to 54 years,Persons,286.0
149327,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,55 years and over,Persons,6.0
149333,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,15 to 24 years,Persons,19.0
149334,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,25 to 54 years,Persons,25.0
149335,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,55 years and over,Persons,
149337,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,15 to 24 years,Persons,27.0
149338,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,25 to 54 years,Persons,51.0
149339,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,55 years and over,Persons,3.0
149345,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,15 to 24 years,Persons,8.0
149346,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,25 to 54 years,Persons,23.0
149347,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,55 years and over,Persons,3.0
149349,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,15 to 24 years,Persons,10.0
149350,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,25 to 54 years,Persons,37.0
149351,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,55 years and over,Persons,2.0
149357,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,15 to 24 years,Persons,38.0
149358,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,25 to 54 years,Persons,34.0
149359,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,55 years and over,Persons,22.0
149361,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,15 to 24 years,Persons,42.0
149362,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,25 to 54 years,Persons,111.0
149363,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,55 years and over,Persons,34.0
150005,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,15 to 24 years,Persons,100.0
150006,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,25 to 54 years,Persons,446.0
150007,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,55 years and over,Persons,39.0
150009,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,15 to 24 years,Persons,120.0
150010,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,25 to 54 years,Persons,490.0
150011,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,55 years and over,Persons,45.0
150017,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,15 to 24 years,Persons,68.0
150018,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,25 to 54 years,Persons,415.0
150019,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,55 years and over,Persons,18.0
150021,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,15 to 24 years,Persons,81.0
150022,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,25 to 54 years,Persons,378.0
150023,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,55 years and over,Persons,11.0
150029,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,15 to 24 years,Persons,59.0
150030,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,25 to 54 years,Persons,392.0
150031,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,55 years and over,Persons,16.0
150033,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,15 to 24 years,Persons,69.0
150034,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,25 to 54 years,Persons,335.0
150035,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,55 years and over,Persons,9.0
150041,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,15 to 24 years,Persons,42.0
150042,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,25 to 54 years,Persons,367.0
150043,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,55 years and over,Persons,15.0
150045,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,15 to 24 years,Persons,43.0
150046,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,25 to 54 years,Persons,286.0
150047,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,55 years and over,Persons,6.0
150053,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,15 to 24 years,Persons,18.0
150054,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,25 to 54 years,Persons,25.0
150055,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,55 years and over,Persons,
150057,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,15 to 24 years,Persons,26.0
150058,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,25 to 54 years,Persons,50.0
150059,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,55 years and over,Persons,3.0
150065,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,15 to 24 years,Persons,9.0
150066,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,25 to 54 years,Persons,24.0
150067,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,55 years and over,Persons,2.0
150069,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,15 to 24 years,Persons,12.0
150070,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,25 to 54 years,Persons,43.0
150071,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,55 years and over,Persons,2.0
150077,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,15 to 24 years,Persons,31.0
150078,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,25 to 54 years,Persons,30.0
150079,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,55 years and over,Persons,22.0
150081,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,15 to 24 years,Persons,39.0
150082,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,25 to 54 years,Persons,112.0
150083,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,55 years and over,Persons,34.0
150725,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,15 to 24 years,Persons,100.0
150726,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,25 to 54 years,Persons,447.0
150727,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,55 years and over,Persons,37.0
150729,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,15 to 24 years,Persons,118.0
150730,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,25 to 54 years,Persons,492.0
150731,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,55 years and over,Persons,46.0
150737,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,15 to 24 years,Persons,71.0
150738,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,25 to 54 years,Persons,417.0
150739,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,55 years and over,Persons,19.0
150741,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,15 to 24 years,Persons,81.0
150742,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,25 to 54 years,Persons,384.0
150743,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,55 years and over,Persons,12.0
150749,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,15 to 24 years,Persons,63.0
150750,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,25 to 54 years,Persons,396.0
150751,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,55 years and over,Persons,16.0
150753,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,15 to 24 years,Persons,70.0
150754,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,25 to 54 years,Persons,338.0
150755,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,55 years and over,Persons,10.0
150761,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,15 to 24 years,Persons,46.0
150762,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,25 to 54 years,Persons,372.0
150763,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,55 years and over,Persons,15.0
150765,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,15 to 24 years,Persons,44.0
150766,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,25 to 54 years,Persons,288.0
150767,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,55 years and over,Persons,6.0
150773,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,15 to 24 years,Persons,16.0
150774,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,25 to 54 years,Persons,24.0
150775,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,55 years and over,Persons,
150777,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,15 to 24 years,Persons,25.0
150778,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,25 to 54 years,Persons,50.0
150779,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,55 years and over,Persons,3.0
150785,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,15 to 24 years,Persons,8.0
150786,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,25 to 54 years,Persons,21.0
150787,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,55 years and over,Persons,2.0
150789,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,15 to 24 years,Persons,12.0
150790,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,25 to 54 years,Persons,45.0
150791,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,55 years and over,Persons,2.0
150797,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,15 to 24 years,Persons,29.0
150798,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,25 to 54 years,Persons,30.0
150799,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,55 years and over,Persons,18.0
150801,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,15 to 24 years,Persons,37.0
150802,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,25 to 54 years,Persons,108.0
150803,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,55 years and over,Persons,34.0
151445,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,15 to 24 years,Persons,97.0
151446,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,25 to 54 years,Persons,451.0
151447,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,55 years and over,Persons,36.0
151449,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,15 to 24 years,Persons,117.0
151450,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,25 to 54 years,Persons,496.0
151451,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,55 years and over,Persons,48.0
151457,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,15 to 24 years,Persons,71.0
151458,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,25 to 54 years,Persons,419.0
151459,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,55 years and over,Persons,18.0
151461,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,15 to 24 years,Persons,80.0
151462,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,25 to 54 years,Persons,386.0
151463,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,55 years and over,Persons,13.0
151469,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,15 to 24 years,Persons,64.0
151470,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,25 to 54 years,Persons,399.0
151471,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,55 years and over,Persons,16.0
151473,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,15 to 24 years,Persons,70.0
151474,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,25 to 54 years,Persons,342.0
151475,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,55 years and over,Persons,11.0
151481,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,15 to 24 years,Persons,43.0
151482,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,25 to 54 years,Persons,375.0
151483,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,55 years and over,Persons,15.0
151485,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,15 to 24 years,Persons,44.0
151486,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,25 to 54 years,Persons,290.0
151487,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,55 years and over,Persons,7.0
151493,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,15 to 24 years,Persons,21.0
151494,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,25 to 54 years,Persons,24.0
151495,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,55 years and over,Persons,
151497,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,15 to 24 years,Persons,26.0
151498,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,25 to 54 years,Persons,52.0
151499,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,55 years and over,Persons,3.0
151505,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,15 to 24 years,Persons,8.0
151506,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,25 to 54 years,Persons,20.0
151507,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,55 years and over,Persons,2.0
151509,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,15 to 24 years,Persons,10.0
151510,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,25 to 54 years,Persons,44.0
151511,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,55 years and over,Persons,2.0
151517,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,15 to 24 years,Persons,26.0
151518,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,25 to 54 years,Persons,32.0
151519,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,55 years and over,Persons,19.0
151521,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,15 to 24 years,Persons,37.0
151522,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,25 to 54 years,Persons,110.0
151523,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,55 years and over,Persons,36.0
152165,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,15 to 24 years,Persons,99.0
152166,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,25 to 54 years,Persons,452.0
152167,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,55 years and over,Persons,36.0
152169,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,15 to 24 years,Persons,110.0
152170,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,25 to 54 years,Persons,497.0
152171,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,55 years and over,Persons,51.0
152177,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,15 to 24 years,Persons,71.0
152178,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,25 to 54 years,Persons,419.0
152179,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,55 years and over,Persons,18.0
152181,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,15 to 24 years,Persons,71.0
152182,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,25 to 54 years,Persons,390.0
152183,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,55 years and over,Persons,13.0
152189,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,15 to 24 years,Persons,65.0
152190,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,25 to 54 years,Persons,396.0
152191,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,55 years and over,Persons,16.0
152193,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,15 to 24 years,Persons,62.0
152194,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,25 to 54 years,Persons,350.0
152195,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,55 years and over,Persons,12.0
152201,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,15 to 24 years,Persons,40.0
152202,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,25 to 54 years,Persons,374.0
152203,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,55 years and over,Persons,14.0
152205,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,15 to 24 years,Persons,36.0
152206,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,25 to 54 years,Persons,297.0
152207,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,55 years and over,Persons,8.0
152213,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,15 to 24 years,Persons,26.0
152214,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,25 to 54 years,Persons,23.0
152215,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,55 years and over,Persons,2.0
152217,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,15 to 24 years,Persons,26.0
152218,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,25 to 54 years,Persons,53.0
152219,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,55 years and over,Persons,4.0
152225,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,15 to 24 years,Persons,6.0
152226,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,25 to 54 years,Persons,23.0
152227,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,55 years and over,Persons,2.0
152229,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,15 to 24 years,Persons,9.0
152230,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,25 to 54 years,Persons,41.0
152231,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Females,55 years and over,Persons,
152237,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,15 to 24 years,Persons,28.0
152238,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,25 to 54 years,Persons,33.0
152239,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Males,55 years and over,Persons,18.0
152241,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,15 to 24 years,Persons,39.0
152242,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,25 to 54 years,Persons,106.0
152243,2023,Canada,"Immigrants, landed 5 or less years earlier",Not in labour force,Females,55 years and over,Persons,38.0
152885,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,15 to 24 years,Persons,100.0
152886,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,25 to 54 years,Persons,463.0
152887,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Males,55 years and over,Persons,38.0
152889,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,15 to 24 years,Persons,102.0
152890,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,25 to 54 years,Persons,505.0
152891,2023,Canada,"Immigrants, landed 5 or less years earlier",Population,Females,55 years and over,Persons,55.0
152897,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,15 to 24 years,Persons,68.0
152898,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,25 to 54 years,Persons,428.0
152899,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Males,55 years and over,Persons,17.0
152901,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,15 to 24 years,Persons,60.0
152902,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,25 to 54 years,Persons,394.0
152903,2023,Canada,"Immigrants, landed 5 or less years earlier",Labour force,Females,55 years and over,Persons,13.0
152909,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,15 to 24 years,Persons,64.0
152910,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,25 to 54 years,Persons,402.0
152911,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Males,55 years and over,Persons,16.0
152913,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,15 to 24 years,Persons,51.0
152914,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,25 to 54 years,Persons,354.0
152915,2023,Canada,"Immigrants, landed 5 or less years earlier",Employment,Females,55 years and over,Persons,12.0
152921,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,15 to 24 years,Persons,37.0
152922,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,25 to 54 years,Persons,379.0
152923,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Males,55 years and over,Persons,13.0
152925,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,15 to 24 years,Persons,26.0
152926,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,25 to 54 years,Persons,299.0
152927,2023,Canada,"Immigrants, landed 5 or less years earlier",Full-time employment,Females,55 years and over,Persons,8.0
152933,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,15 to 24 years,Persons,27.0
152934,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,25 to 54 years,Persons,23.0
152935,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Males,55 years and over,Persons,3.0
152937,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,15 to 24 years,Persons,25.0
152938,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,25 to 54 years,Persons,55.0
152939,2023,Canada,"Immigrants, landed 5 or less years earlier",Part-time employment,Females,55 years and over,Persons,4.0
152945,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,15 to 24 years,Persons,4.0
152946,2023,Canada,"Immigrants, landed 5 or less years earlier",Unemployment,Males,25 to 54 years,Persons,26.0
